Week,Market,Channel,Product,Impressions,Clicks,Spend_AED,Conversions,Sales_AED,Engagement_Rate,Brand_Awareness_Score,Purchase_Intent_Score,Influencer_Name,Follower_Count,Influencer_Engagement_Rate,TV_GRP,PR_Mentions,PR_Share_of_Voice,Website_Sessions,Bounce_Rate,Avg_Session_Duration_Sec,Page_Views_Per_Session,Competitor_SOV,Sentiment_Score
7,SEMAG,TV,Galaxy Z Fold8,N/A,N/A,18098,N/A,N/A,N/A,65.7,59.0,N/A,N/A,N/A,338,N/A,N/A,N/A,N/A,N/A,N/A,8.7,0.88
7,SEMAG,Search,Galaxy Z Fold8,196740,4032,8035,574,150484,2.05,50.5,61.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.5,0.82
7,SEMAG,Website,Galaxy Z Fold8,N/A,N/A,N/A,317,104126,N/A,44.8,52.8,N/A,N/A,N/A,N/A,N/A,N/A,21612,37.0,249,2.59,12.1,0.84
7,SEMAG,PR,Galaxy Z Fold8,N/A,N/A,0,N/A,N/A,N/A,65.3,63.7,N/A,N/A,N/A,N/A,11,17.4,N/A,N/A,N/A,N/A,7.8,0.93
7,SEMAG,Paid Social,Galaxy Z Flip8,218178,1818,6021,127,20827,1.25,47.9,52.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.4,0.88
7,SEMAG,Influencer,Galaxy Z Flip8,N/A,N/A,1891,36,12835,3.93,65.3,55.5,Influencer_22,675148,3.93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.3,0.88
7,SEMAG,TV,Galaxy Z Flip8,N/A,N/A,14150,N/A,N/A,N/A,68.2,61.4,N/A,N/A,N/A,328,N/A,N/A,N/A,N/A,N/A,N/A,9.0,0.9
7,SEMAG,Search,Galaxy Z Flip8,225686,3707,8170,441,117947,1.64,73.4,59.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.7,0.9
7,SEMAG,Website,Galaxy Z Flip8,N/A,N/A,N/A,650,226900,N/A,55.7,47.6,N/A,N/A,N/A,N/A,N/A,N/A,44180,31.9,173,3.62,9.2,0.82
7,SEMAG,PR,Galaxy Z Flip8,N/A,N/A,0,N/A,N/A,N/A,74.6,71.7,N/A,N/A,N/A,N/A,11,44.5,N/A,N/A,N/A,N/A,1.0,0.92
7,SEMAG,Paid Social,Galaxy S24,217565,2345,12396,220,47453,1.48,51.5,47.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.6,0.73
7,SEMAG,Influencer,Galaxy S24,N/A,N/A,1870,20,9494,5.0,51.1,41.0,Influencer_12,575263,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.2,0.84
7,SEMAG,TV,Galaxy S24,N/A,N/A,18456,N/A,N/A,N/A,83.9,68.2,N/A,N/A,N/A,354,N/A,N/A,N/A,N/A,N/A,N/A,13.9,0.74
7,SEMAG,Search,Galaxy S24,163904,1967,5818,200,75313,1.2,70.4,62.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.1,0.85
7,SEMAG,Website,Galaxy S24,N/A,N/A,N/A,475,117608,N/A,58.2,50.1,N/A,N/A,N/A,N/A,N/A,N/A,40465,33.9,225,2.96,6.2,0.85
7,SEMAG,PR,Galaxy S24,N/A,N/A,0,N/A,N/A,N/A,70.4,61.2,N/A,N/A,N/A,N/A,11,19.2,N/A,N/A,N/A,N/A,9.2,0.82
7,SEMAG,Paid Social,Galaxy Tab S10,273863,2736,5836,161,32396,0.98,48.5,47.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.8,0.74
7,SEMAG,Influencer,Galaxy Tab S10,N/A,N/A,3598,52,24676,5.27,41.4,52.0,Influencer_12,976907,5.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.3,0.93
7,SEMAG,TV,Galaxy Tab S10,N/A,N/A,29155,N/A,N/A,N/A,79.7,48.1,N/A,N/A,N/A,286,N/A,N/A,N/A,N/A,N/A,N/A,8.1,0.82
7,SEMAG,Search,Galaxy Tab S10,221055,3032,11854,345,172128,1.37,69.4,54.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.1,0.9
7,SEMAG,Website,Galaxy Tab S10,N/A,N/A,N/A,571,191193,N/A,68.3,42.2,N/A,N/A,N/A,N/A,N/A,N/A,34153,42.5,195,3.32,7.9,0.85
7,SEMAG,PR,Galaxy Tab S10,N/A,N/A,0,N/A,N/A,N/A,61.1,68.0,N/A,N/A,N/A,N/A,32,43.8,N/A,N/A,N/A,N/A,5.7,0.92
7,SEMAG,Paid Social,Galaxy Buds3,462031,4998,10134,381,123835,1.08,73.6,40.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.4,0.89
7,SEMAG,Influencer,Galaxy Buds3,N/A,N/A,1923,7,1701,3.78,58.9,32.1,Influencer_22,216212,3.78,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.1,0.82
7,SEMAG,TV,Galaxy Buds3,N/A,N/A,25776,N/A,N/A,N/A,83.8,62.5,N/A,N/A,N/A,283,N/A,N/A,N/A,N/A,N/A,N/A,13.7,0.72
7,SEMAG,Search,Galaxy Buds3,303234,5273,15718,915,417262,1.74,59.9,41.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.9,0.88
7,SEMAG,Website,Galaxy Buds3,N/A,N/A,N/A,405,138775,N/A,62.3,55.9,N/A,N/A,N/A,N/A,N/A,N/A,46431,31.5,251,3.95,10.1,0.85
7,SEMAG,PR,Galaxy Buds3,N/A,N/A,0,N/A,N/A,N/A,76.1,61.9,N/A,N/A,N/A,N/A,34,22.1,N/A,N/A,N/A,N/A,7.5,0.94
7,SEMAG,Paid Social,Galaxy Watch6,424869,3869,5626,418,146131,1.47,66.3,40.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.6,0.81
7,SEMAG,Influencer,Galaxy Watch6,N/A,N/A,2147,41,11789,5.01,43.0,53.5,Influencer_11,827282,5.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.3,0.9
7,SEMAG,TV,Galaxy Watch6,N/A,N/A,27015,N/A,N/A,N/A,74.7,61.7,N/A,N/A,N/A,289,N/A,N/A,N/A,N/A,N/A,N/A,9.2,0.81
7,SEMAG,Search,Galaxy Watch6,249091,4253,4748,635,242837,1.71,58.7,42.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.3,0.84
7,SEMAG,Website,Galaxy Watch6,N/A,N/A,N/A,549,183814,N/A,58.8,38.9,N/A,N/A,N/A,N/A,N/A,N/A,43002,44.4,197,2.54,12.3,0.92
7,SEMAG,PR,Galaxy Watch6,N/A,N/A,0,N/A,N/A,N/A,77.1,59.9,N/A,N/A,N/A,N/A,11,36.6,N/A,N/A,N/A,N/A,5.9,0.88
7,SEEG,Paid Social,Galaxy Z Fold8,352867,3193,13872,361,99798,1.3,50.1,58.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.3,0.84
7,SEEG,Influencer,Galaxy Z Fold8,N/A,N/A,3720,26,10516,2.63,39.1,46.3,Influencer_15,986185,2.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.7,0.91
7,SEEG,TV,Galaxy Z Fold8,N/A,N/A,24372,N/A,N/A,N/A,76.4,67.6,N/A,N/A,N/A,191,N/A,N/A,N/A,N/A,N/A,N/A,13.8,0.89
7,SEEG,Search,Galaxy Z Fold8,313260,6874,10116,1050,367041,2.19,61.2,38.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.3,0.81
7,SEEG,Website,Galaxy Z Fold8,N/A,N/A,N/A,518,147970,N/A,56.5,43.5,N/A,N/A,N/A,N/A,N/A,N/A,32875,32.5,214,2.77,8.4,0.78
7,SEEG,PR,Galaxy Z Fold8,N/A,N/A,0,N/A,N/A,N/A,76.5,64.2,N/A,N/A,N/A,N/A,44,23.8,N/A,N/A,N/A,N/A,1.6,0.89
7,SEEG,Paid Social,Galaxy Z Flip8,360907,5026,11170,534,109763,1.46,61.9,60.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.4,0.73
7,SEEG,Influencer,Galaxy Z Flip8,N/A,N/A,3872,14,4177,3.41,55.1,37.1,Influencer_15,372408,3.41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.8,0.85
7,SEEG,TV,Galaxy Z Flip8,N/A,N/A,23625,N/A,N/A,N/A,63.2,59.9,N/A,N/A,N/A,269,N/A,N/A,N/A,N/A,N/A,N/A,10.6,0.84
7,SEEG,Search,Galaxy Z Flip8,298875,4250,12311,598,272646,1.42,52.4,59.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.7,0.8
7,SEEG,Website,Galaxy Z Flip8,N/A,N/A,N/A,532,109812,N/A,67.1,46.0,N/A,N/A,N/A,N/A,N/A,N/A,45574,37.9,217,3.93,4.7,0.81
7,SEEG,PR,Galaxy Z Flip8,N/A,N/A,0,N/A,N/A,N/A,67.7,54.9,N/A,N/A,N/A,N/A,36,38.2,N/A,N/A,N/A,N/A,0.5,0.85
7,SEEG,Paid Social,Galaxy S24,372025,3288,12953,348,58682,1.38,72.9,51.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.5,0.75
7,SEEG,Influencer,Galaxy S24,N/A,N/A,2341,32,7225,4.54,50.0,38.8,Influencer_13,549820,4.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.8,0.81
7,SEEG,TV,Galaxy S24,N/A,N/A,16670,N/A,N/A,N/A,79.7,50.6,N/A,N/A,N/A,254,N/A,N/A,N/A,N/A,N/A,N/A,8.4,0.75
7,SEEG,Search,Galaxy S24,281129,5864,10684,748,376814,2.09,62.9,43.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.0,0.92
7,SEEG,Website,Galaxy S24,N/A,N/A,N/A,205,72814,N/A,59.5,34.7,N/A,N/A,N/A,N/A,N/A,N/A,25200,44.1,188,3.55,14.0,0.89
7,SEEG,PR,Galaxy S24,N/A,N/A,0,N/A,N/A,N/A,64.9,58.0,N/A,N/A,N/A,N/A,10,38.3,N/A,N/A,N/A,N/A,5.2,0.96
7,SEEG,Paid Social,Galaxy Tab S10,389224,4726,12372,401,120808,1.38,68.2,33.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.8,0.76
7,SEEG,Influencer,Galaxy Tab S10,N/A,N/A,4176,28,6967,4.45,43.2,36.9,Influencer_13,752372,4.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.0,0.91
7,SEEG,TV,Galaxy Tab S10,N/A,N/A,26126,N/A,N/A,N/A,60.5,53.6,N/A,N/A,N/A,275,N/A,N/A,N/A,N/A,N/A,N/A,15.1,0.82
7,SEEG,Search,Galaxy Tab S10,312958,5163,11020,557,283389,1.65,53.3,55.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.8,0.94
7,SEEG,Website,Galaxy Tab S10,N/A,N/A,N/A,523,148994,N/A,51.3,49.8,N/A,N/A,N/A,N/A,N/A,N/A,38991,36.8,243,3.69,10.6,0.78
7,SEEG,PR,Galaxy Tab S10,N/A,N/A,0,N/A,N/A,N/A,75.9,51.4,N/A,N/A,N/A,N/A,16,24.1,N/A,N/A,N/A,N/A,1.1,0.91
7,SEEG,Paid Social,Galaxy Buds3,455097,3721,8237,411,66055,1.36,56.7,40.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.3,0.76
7,SEEG,Influencer,Galaxy Buds3,N/A,N/A,6590,22,9858,4.75,63.1,53.1,Influencer_14,337497,4.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.6,0.75
7,SEEG,TV,Galaxy Buds3,N/A,N/A,35286,N/A,N/A,N/A,59.8,50.6,N/A,N/A,N/A,436,N/A,N/A,N/A,N/A,N/A,N/A,13.4,0.83
7,SEEG,Search,Galaxy Buds3,266961,5024,13028,554,279956,1.88,62.9,47.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.5,0.94
7,SEEG,Website,Galaxy Buds3,N/A,N/A,N/A,728,320883,N/A,65.9,51.7,N/A,N/A,N/A,N/A,N/A,N/A,77156,38.8,206,3.13,11.7,0.8
7,SEEG,PR,Galaxy Buds3,N/A,N/A,0,N/A,N/A,N/A,60.7,57.6,N/A,N/A,N/A,N/A,48,19.5,N/A,N/A,N/A,N/A,5.0,0.92
7,SEEG,Paid Social,Galaxy Watch6,264566,3818,9645,216,84169,1.17,69.7,38.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.0,0.9
7,SEEG,Influencer,Galaxy Watch6,N/A,N/A,1581,6,2291,3.17,65.5,46.4,Influencer_13,340221,3.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.2,0.87
7,SEEG,TV,Galaxy Watch6,N/A,N/A,15238,N/A,N/A,N/A,77.5,67.6,N/A,N/A,N/A,266,N/A,N/A,N/A,N/A,N/A,N/A,12.0,0.8
7,SEEG,Search,Galaxy Watch6,250496,3407,11329,390,159804,1.36,69.0,47.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.6,0.89
7,SEEG,Website,Galaxy Watch6,N/A,N/A,N/A,522,221830,N/A,67.7,46.1,N/A,N/A,N/A,N/A,N/A,N/A,32936,34.6,232,2.89,7.2,0.77
7,SEEG,PR,Galaxy Watch6,N/A,N/A,0,N/A,N/A,N/A,84.1,56.5,N/A,N/A,N/A,N/A,17,40.9,N/A,N/A,N/A,N/A,6.0,0.88
7,SEIL,Paid Social,Galaxy Z Fold8,475961,6655,14102,469,147462,0.97,48.6,35.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.9,0.88
7,SEIL,Influencer,Galaxy Z Fold8,N/A,N/A,1846,34,8993,4.14,52.4,48.5,Influencer_18,876772,4.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.1,0.86
7,SEIL,TV,Galaxy Z Fold8,N/A,N/A,35793,N/A,N/A,N/A,63.7,66.4,N/A,N/A,N/A,469,N/A,N/A,N/A,N/A,N/A,N/A,6.2,0.76
7,SEIL,Search,Galaxy Z Fold8,200216,3557,8932,548,281928,1.78,73.7,56.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.4,0.89
7,SEIL,Website,Galaxy Z Fold8,N/A,N/A,N/A,452,117098,N/A,51.5,41.1,N/A,N/A,N/A,N/A,N/A,N/A,31434,36.0,210,3.85,14.1,0.89
7,SEIL,PR,Galaxy Z Fold8,N/A,N/A,0,N/A,N/A,N/A,74.4,56.1,N/A,N/A,N/A,N/A,46,21.1,N/A,N/A,N/A,N/A,4.2,0.88
7,SEIL,Paid Social,Galaxy Z Flip8,439927,4945,14781,284,99985,1.0,73.8,50.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.6,0.76
7,SEIL,Influencer,Galaxy Z Flip8,N/A,N/A,2075,28,9353,5.0,63.8,52.8,Influencer_17,840903,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.3,0.79
7,SEIL,TV,Galaxy Z Flip8,N/A,N/A,21747,N/A,N/A,N/A,60.7,46.9,N/A,N/A,N/A,327,N/A,N/A,N/A,N/A,N/A,N/A,8.8,0.9
7,SEIL,Search,Galaxy Z Flip8,286457,5613,13811,852,267759,1.96,67.5,58.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.4,0.93
7,SEIL,Website,Galaxy Z Flip8,N/A,N/A,N/A,646,153302,N/A,52.5,50.2,N/A,N/A,N/A,N/A,N/A,N/A,61959,41.2,175,2.7,11.8,0.76
7,SEIL,PR,Galaxy Z Flip8,N/A,N/A,0,N/A,N/A,N/A,82.6,55.0,N/A,N/A,N/A,N/A,23,20.2,N/A,N/A,N/A,N/A,5.4,0.9
7,SEIL,Paid Social,Galaxy S24,521160,6671,14309,543,150128,1.2,56.0,39.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.4,0.88
7,SEIL,Influencer,Galaxy S24,N/A,N/A,2368,28,10093,4.3,66.8,51.0,Influencer_17,899764,4.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.1,0.91
7,SEIL,TV,Galaxy S24,N/A,N/A,17141,N/A,N/A,N/A,59.4,69.9,N/A,N/A,N/A,263,N/A,N/A,N/A,N/A,N/A,N/A,8.6,0.8
7,SEIL,Search,Galaxy S24,180072,3627,10766,329,88804,2.01,70.7,41.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.1,0.9
7,SEIL,Website,Galaxy S24,N/A,N/A,N/A,268,63597,N/A,45.7,37.0,N/A,N/A,N/A,N/A,N/A,N/A,32688,36.5,239,3.5,7.3,0.91
7,SEIL,PR,Galaxy S24,N/A,N/A,0,N/A,N/A,N/A,75.8,53.3,N/A,N/A,N/A,N/A,44,20.8,N/A,N/A,N/A,N/A,0.4,0.87
7,SEIL,Paid Social,Galaxy Tab S10,391894,3361,16509,268,80982,0.88,57.4,52.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.3,0.73
7,SEIL,Influencer,Galaxy Tab S10,N/A,N/A,4586,26,8398,5.53,61.7,31.2,Influencer_18,323815,5.53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.1,0.9
7,SEIL,TV,Galaxy Tab S10,N/A,N/A,18820,N/A,N/A,N/A,61.8,55.6,N/A,N/A,N/A,240,N/A,N/A,N/A,N/A,N/A,N/A,7.4,0.76
7,SEIL,Search,Galaxy Tab S10,190793,3467,5798,432,201700,1.82,66.3,60.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.0,0.93
7,SEIL,Website,Galaxy Tab S10,N/A,N/A,N/A,687,265658,N/A,54.2,40.4,N/A,N/A,N/A,N/A,N/A,N/A,39870,29.3,225,3.36,9.9,0.87
7,SEIL,PR,Galaxy Tab S10,N/A,N/A,0,N/A,N/A,N/A,77.1,55.9,N/A,N/A,N/A,N/A,40,34.5,N/A,N/A,N/A,N/A,5.1,0.82
7,SEIL,Paid Social,Galaxy Buds3,717858,7160,12040,338,52618,1.19,57.3,49.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.6,0.91
7,SEIL,Influencer,Galaxy Buds3,N/A,N/A,3230,21,6006,3.64,43.0,52.2,Influencer_16,897222,3.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.8,0.89
7,SEIL,TV,Galaxy Buds3,N/A,N/A,42550,N/A,N/A,N/A,67.7,55.0,N/A,N/A,N/A,704,N/A,N/A,N/A,N/A,N/A,N/A,15.3,0.88
7,SEIL,Search,Galaxy Buds3,540119,10020,13412,1518,638563,1.86,58.4,57.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.5,0.91
7,SEIL,Website,Galaxy Buds3,N/A,N/A,N/A,508,159224,N/A,52.4,40.2,N/A,N/A,N/A,N/A,N/A,N/A,49404,27.8,198,3.14,8.2,0.81
7,SEIL,PR,Galaxy Buds3,N/A,N/A,0,N/A,N/A,N/A,61.2,71.9,N/A,N/A,N/A,N/A,28,21.4,N/A,N/A,N/A,N/A,8.4,0.92
7,SEIL,Paid Social,Galaxy Watch6,269558,2422,14588,277,70805,1.05,50.4,40.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.4,0.72
7,SEIL,Influencer,Galaxy Watch6,N/A,N/A,4666,28,6317,2.72,51.9,44.7,Influencer_16,849513,2.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.0,0.78
7,SEIL,TV,Galaxy Watch6,N/A,N/A,25431,N/A,N/A,N/A,75.3,68.0,N/A,N/A,N/A,351,N/A,N/A,N/A,N/A,N/A,N/A,9.9,0.77
7,SEIL,Search,Galaxy Watch6,201153,4078,5380,416,192649,2.03,56.9,43.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.3,0.88
7,SEIL,Website,Galaxy Watch6,N/A,N/A,N/A,951,324392,N/A,65.7,39.7,N/A,N/A,N/A,N/A,N/A,N/A,54155,40.4,265,3.05,5.1,0.83
7,SEIL,PR,Galaxy Watch6,N/A,N/A,0,N/A,N/A,N/A,71.1,52.7,N/A,N/A,N/A,N/A,33,26.2,N/A,N/A,N/A,N/A,2.6,0.88
7,SEPAK,Paid Social,Galaxy Z Fold8,222318,1991,8091,153,23054,0.83,47.3,37.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.9,0.73
7,SEPAK,Influencer,Galaxy Z Fold8,N/A,N/A,3613,15,5492,5.32,42.1,39.0,Influencer_23,227939,5.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.5,0.77
7,SEPAK,TV,Galaxy Z Fold8,N/A,N/A,16243,N/A,N/A,N/A,71.9,59.1,N/A,N/A,N/A,246,N/A,N/A,N/A,N/A,N/A,N/A,12.0,0.88
7,SEPAK,Search,Galaxy Z Fold8,260549,4080,5407,386,100029,1.57,67.8,62.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.5,0.85
7,SEPAK,Website,Galaxy Z Fold8,N/A,N/A,N/A,395,119347,N/A,49.1,34.0,N/A,N/A,N/A,N/A,N/A,N/A,30248,27.0,163,3.19,5.0,0.91
7,SEPAK,PR,Galaxy Z Fold8,N/A,N/A,0,N/A,N/A,N/A,84.3,60.7,N/A,N/A,N/A,N/A,26,44.1,N/A,N/A,N/A,N/A,2.2,0.86
7,SEPAK,Paid Social,Galaxy Z Flip8,223950,2895,5124,119,30794,1.04,71.3,53.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.9,0.88
7,SEPAK,Influencer,Galaxy Z Flip8,N/A,N/A,1869,12,2419,4.24,45.1,47.1,Influencer_20,466087,4.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.6,0.79
7,SEPAK,TV,Galaxy Z Flip8,N/A,N/A,22552,N/A,N/A,N/A,79.6,68.5,N/A,N/A,N/A,192,N/A,N/A,N/A,N/A,N/A,N/A,11.1,0.77
7,SEPAK,Search,Galaxy Z Flip8,211744,4424,9724,718,196502,2.09,64.4,50.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.7,0.89
7,SEPAK,Website,Galaxy Z Flip8,N/A,N/A,N/A,367,78683,N/A,51.2,40.3,N/A,N/A,N/A,N/A,N/A,N/A,44903,30.3,256,3.14,10.4,0.89
7,SEPAK,PR,Galaxy Z Flip8,N/A,N/A,0,N/A,N/A,N/A,75.2,65.1,N/A,N/A,N/A,N/A,13,16.5,N/A,N/A,N/A,N/A,1.5,0.84
7,SEPAK,Paid Social,Galaxy S24,204120,2703,8242,234,66916,1.46,47.5,54.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.6,0.91
7,SEPAK,Influencer,Galaxy S24,N/A,N/A,1209,26,10408,3.44,60.3,36.5,Influencer_20,930268,3.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.6,0.8
7,SEPAK,TV,Galaxy S24,N/A,N/A,27960,N/A,N/A,N/A,59.9,60.2,N/A,N/A,N/A,262,N/A,N/A,N/A,N/A,N/A,N/A,13.6,0.84
7,SEPAK,Search,Galaxy S24,224208,4773,9176,755,308611,2.13,62.1,43.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.8,0.85
7,SEPAK,Website,Galaxy S24,N/A,N/A,N/A,638,257379,N/A,66.1,55.9,N/A,N/A,N/A,N/A,N/A,N/A,43016,32.6,224,2.65,6.0,0.84
7,SEPAK,PR,Galaxy S24,N/A,N/A,0,N/A,N/A,N/A,74.8,54.6,N/A,N/A,N/A,N/A,10,29.6,N/A,N/A,N/A,N/A,7.9,0.92
7,SEPAK,Paid Social,Galaxy Tab S10,291623,2706,11555,253,75591,1.21,72.9,63.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.9,0.7
7,SEPAK,Influencer,Galaxy Tab S10,N/A,N/A,2611,19,9247,3.08,43.3,33.4,Influencer_20,476943,3.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.4,0.84
7,SEPAK,TV,Galaxy Tab S10,N/A,N/A,26169,N/A,N/A,N/A,63.3,47.7,N/A,N/A,N/A,332,N/A,N/A,N/A,N/A,N/A,N/A,6.5,0.75
7,SEPAK,Search,Galaxy Tab S10,259535,4825,7400,431,228113,1.86,73.2,61.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.4,0.82
7,SEPAK,Website,Galaxy Tab S10,N/A,N/A,N/A,654,275489,N/A,65.8,34.1,N/A,N/A,N/A,N/A,N/A,N/A,46893,40.6,264,3.85,8.9,0.75
7,SEPAK,PR,Galaxy Tab S10,N/A,N/A,0,N/A,N/A,N/A,75.2,55.6,N/A,N/A,N/A,N/A,35,30.1,N/A,N/A,N/A,N/A,6.4,0.8
7,SEPAK,Paid Social,Galaxy Buds3,558058,7790,17946,889,332077,1.01,49.6,56.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.9,0.92
7,SEPAK,Influencer,Galaxy Buds3,N/A,N/A,2944,34,11291,4.3,54.3,40.1,Influencer_19,747300,4.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.0,0.78
7,SEPAK,TV,Galaxy Buds3,N/A,N/A,19009,N/A,N/A,N/A,72.5,56.0,N/A,N/A,N/A,319,N/A,N/A,N/A,N/A,N/A,N/A,9.6,0.85
7,SEPAK,Search,Galaxy Buds3,236569,4831,13476,658,223632,2.04,59.9,56.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.2,0.93
7,SEPAK,Website,Galaxy Buds3,N/A,N/A,N/A,1186,437141,N/A,54.0,54.6,N/A,N/A,N/A,N/A,N/A,N/A,70178,36.8,192,3.4,6.0,0.88
7,SEPAK,PR,Galaxy Buds3,N/A,N/A,0,N/A,N/A,N/A,85.5,71.7,N/A,N/A,N/A,N/A,42,32.4,N/A,N/A,N/A,N/A,4.7,0.9
7,SEPAK,Paid Social,Galaxy Watch6,256021,2125,9448,123,22075,1.43,48.2,50.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.8,0.81
7,SEPAK,Influencer,Galaxy Watch6,N/A,N/A,1780,36,14481,4.75,63.4,43.6,Influencer_19,778654,4.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.1,0.89
7,SEPAK,TV,Galaxy Watch6,N/A,N/A,21280,N/A,N/A,N/A,78.5,57.0,N/A,N/A,N/A,181,N/A,N/A,N/A,N/A,N/A,N/A,15.4,0.88
7,SEPAK,Search,Galaxy Watch6,260514,4796,6381,524,138100,1.84,64.9,48.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.0,0.91
7,SEPAK,Website,Galaxy Watch6,N/A,N/A,N/A,470,123216,N/A,54.7,39.8,N/A,N/A,N/A,N/A,N/A,N/A,39729,30.3,259,2.54,5.1,0.75
