date,market,channel_group,sessions,users,bounce_rate,avg_session_sec,product_views,add_to_cart,transactions,revenue_usd
2026-04-27,Egypt,Organic Search,20238,15159,38.7%,59,45065,2028,284,59784.44
2026-04-27,Egypt,Direct,17188,13941,36.9%,182,27428,1031,232,52491.42
2026-05-04,Egypt,Paid Search,39957,28817,50.1%,60,99042,4735,262,47783.02
2026-05-04,Egypt,Paid Social,72326,61638,52.5%,96,182588,5263,531,109722.44
2026-05-04,Egypt,Video,18835,14114,50.2%,98,33408,1007,120,25575.81
2026-05-04,Egypt,Display,5570,4682,56.6%,151,12479,427,25,5545.23
2026-05-04,Egypt,Influencer,573,471,37.6%,102,873,46,6,1350.73
2026-05-04,Egypt,Organic Search,20952,15894,38.7%,72,46126,1877,310,61629.9
2026-05-04,Egypt,Direct,17535,13973,40.9%,133,41698,2060,219,47348.31
2026-05-11,Egypt,Paid Search,30143,23254,54.1%,100,55444,2320,147,31218.48
2026-05-11,Egypt,Paid Social,73509,62028,48.9%,157,188952,6963,473,94502.03
2026-05-11,Egypt,Video,14948,11366,56.8%,83,21847,819,95,19333.95
2026-05-11,Egypt,Display,4020,3270,50.3%,104,9288,384,18,3688.94
2026-05-11,Egypt,Influencer,403,319,32.5%,113,617,24,6,1322.55
2026-05-11,Egypt,Organic Search,20539,17301,41.2%,135,40516,1309,250,50945.08
2026-05-11,Egypt,Direct,18116,15347,43.0%,92,44316,1116,219,44719.38
2026-05-18,Egypt,Paid Search,34345,26307,61.3%,170,59125,3877,205,46295.33
2026-05-18,Egypt,Paid Social,77697,62457,58.5%,155,192993,4919,552,117418.59
2026-05-18,Egypt,Video,13558,11108,50.3%,83,23509,858,100,20466.12
2026-05-18,Egypt,Display,4358,3639,48.0%,176,9027,293,17,3807.0
2026-05-18,Egypt,Influencer,306,233,41.4%,105,782,36,4,1048.49
2026-05-18,Egypt,Organic Search,21525,15686,40.9%,196,42462,1391,298,60974.35
2026-05-18,Egypt,Direct,16438,12277,36.2%,58,33886,1755,228,46214.33
2026-05-25,Egypt,Paid Search,34471,28909,59.1%,167,84207,2633,131,26928.71
2026-05-25,Egypt,Paid Social,88453,70096,61.3%,159,148704,8850,396,83571.57
2026-05-25,Egypt,Video,17412,14961,59.1%,118,30454,1652,60,12864.12
2026-05-25,Egypt,Display,4629,3758,55.0%,99,8835,347,28,5955.66
2026-05-25,Egypt,Organic Search,20518,16718,33.8%,146,30198,1034,188,39397.03
2026-05-25,Egypt,Direct,15983,11652,37.3%,132,40381,1821,201,41760.93
2026-06-01,Egypt,Paid Search,29722,23522,51.4%,95,45320,2392,206,43162.43
2026-06-01,Egypt,Paid Social,55190,42879,59.7%,71,126360,3808,219,45533.8
2026-06-01,Egypt,Video,16620,13838,60.5%,202,42232,982,72,15053.9
2026-06-01,Egypt,Display,3835,2960,53.5%,189,7606,261,13,2829.1
2026-06-01,Egypt,Influencer,296,233,41.3%,184,750,33,4,951.27
2026-06-01,Egypt,Organic Search,21176,16780,40.4%,179,32101,1284,249,50666.53
2026-06-01,Egypt,Direct,18802,14566,37.9%,151,38257,1273,206,41847.74
2026-06-08,Egypt,Paid Search,43080,36789,48.7%,110,98471,4890,168,34026.57
2026-06-08,Egypt,Paid Social,94684,73322,59.7%,137,245487,5191,494,101381.38
2026-06-08,Egypt,Video,22937,17715,52.1%,142,48090,1726,79,17907.42
2026-06-08,Egypt,Display,6374,4885,56.3%,136,14502,568,18,3741.17
2026-06-08,Egypt,Influencer,360,281,33.9%,117,747,19,3,636.41
2026-06-08,Egypt,Organic Search,18876,13904,33.2%,197,38807,1764,276,57007.1
2026-06-08,Egypt,Direct,16904,12185,38.8%,111,26840,1056,161,33684.01
2026-06-15,Egypt,Paid Search,38601,32174,59.3%,194,56330,3338,227,47314.39
2026-06-15,Egypt,Paid Social,97167,81737,51.7%,151,202847,5928,629,133588.25
2026-06-15,Egypt,Video,19954,16008,57.1%,176,43063,1742,122,26201.58
2026-06-15,Egypt,Display,5750,4372,62.8%,177,14038,319,26,5505.53
2026-06-15,Egypt,Influencer,163,120,35.4%,105,357,10,1,381.9
2026-06-15,Egypt,Organic Search,18269,15264,41.1%,103,27086,2137,214,43523.88
2026-06-15,Egypt,Direct,15889,11957,31.9%,94,30962,1066,248,50799.61
2026-06-22,Egypt,Paid Search,42821,32352,53.2%,189,101422,2204,253,50536.84
2026-06-22,Egypt,Paid Social,95449,72229,53.5%,121,218761,8386,292,62434.43
2026-06-22,Egypt,Video,26037,21689,61.1%,76,61393,2015,133,28875.23
2026-06-22,Egypt,Display,5970,4524,61.3%,85,9332,551,42,9004.35
2026-06-22,Egypt,Influencer,330,272,38.9%,71,784,16,3,643.77
2026-06-22,Egypt,Organic Search,21221,17978,32.0%,175,50134,2426,181,38443.92
2026-06-22,Egypt,Direct,17393,13199,34.8%,201,34390,1532,157,31842.75
2026-06-29,Egypt,Paid Search,41041,34737,60.4%,76,96725,2868,281,57924.56
2026-06-29,Egypt,Paid Social,106036,88939,56.3%,173,153400,8028,362,78623.99
2026-06-29,Egypt,Video,20102,16969,60.8%,155,46655,2119,142,31083.52
2026-06-29,Egypt,Display,5596,4588,57.8%,116,13767,604,31,6844.09
2026-06-29,Egypt,Influencer,809,643,37.3%,159,1770,87,9,2087.62
2026-06-29,Egypt,Organic Search,21154,17356,36.3%,133,40322,1643,265,53912.4
2026-06-29,Egypt,Direct,16956,13487,38.8%,96,37479,977,206,40738.61
2026-07-06,Egypt,Paid Search,43516,37308,55.8%,175,72006,2532,274,59349.62
2026-07-06,Egypt,Paid Social,104984,89503,57.4%,123,251128,5644,406,77355.86
2026-07-06,Egypt,Video,22002,18846,62.8%,187,51185,2050,68,14699.11
2026-07-06,Egypt,Display,5742,4619,61.2%,135,10807,438,25,4939.24
2026-07-06,Egypt,Influencer,371,272,33.1%,206,952,32,5,1121.67
2026-07-06,Egypt,Organic Search,21504,16774,40.5%,130,53190,2557,341,65264.01
2026-07-06,Egypt,Direct,17482,12613,42.3%,138,42172,1340,154,30938.7
2026-07-13,Egypt,Paid Search,46962,33954,58.5%,161,112449,3025,197,41953.34
2026-07-13,Egypt,Paid Social,97838,81862,61.1%,193,206765,9725,499,107932.78
2026-07-13,Egypt,Video,23629,20022,59.7%,157,42251,1597,158,31720.59
2026-07-13,Egypt,Display,6428,5061,58.3%,148,9905,341,24,5244.24
2026-07-13,Egypt,Influencer,530,431,41.3%,80,849,59,5,1082.7
2026-07-13,Egypt,Organic Search,22200,17812,35.5%,183,47028,1646,220,47333.78
2026-07-13,Egypt,Direct,16926,13639,34.9%,150,25589,1777,214,43983.73
2026-07-20,Egypt,Paid Search,31212,25954,53.3%,123,58620,1750,201,42160.48
2026-07-20,Egypt,Paid Social,80062,60401,56.3%,91,149285,4810,519,102488.77
2026-07-20,Egypt,Video,17862,13506,61.7%,199,32233,1859,114,26375.06
2026-07-20,Egypt,Display,4588,3306,60.0%,112,9828,249,27,5612.81
2026-07-20,Egypt,Influencer,521,404,33.4%,114,1098,33,8,1596.49
2026-07-20,Egypt,Organic Search,22050,17490,37.0%,86,55306,1394,270,59026.15
2026-07-20,Egypt,Direct,18316,14465,36.9%,189,36023,973,267,54412.45
2026-07-27,Egypt,Paid Search,30903,23409,56.0%,67,51899,3516,127,27438.28
2026-07-27,Egypt,Paid Social,72959,59848,51.5%,75,168024,3991,460,104879.28
2026-07-27,Egypt,Video,15824,11421,60.3%,102,23665,1775,51,11446.15
2026-07-27,Egypt,Display,4840,3960,52.3%,61,6954,317,29,6418.77
2026-07-27,Egypt,Influencer,796,590,39.9%,85,1125,83,9,1873.99
2026-07-27,Egypt,Organic Search,21295,17195,35.2%,203,46506,1931,246,56807.5
2026-07-27,Egypt,Direct,16698,14122,38.6%,125,32324,1218,200,43316.55
2026-02-02,Egypt,Video,10417,8561,60.2%,167,16092,745,51,10864.69
2026-01-19,UAE,Direct,20931,17655,34.7%,179,41910,1807,286,191088.17
2025-09-29,KSA,Paid Search,179290,132316,48.6%,61,360955,19206,815,622809.28
2025-11-24,UAE,Influencer,1274,1075,36.6%,204,2234,80,13,8558.45
2026-03-23,UAE,Video,53105,38647,51.7%,145,80377,2756,241,153347.92
2025-09-08,KSA,Paid Search,180169,136533,58.4%,174,414696,13430,962,666745.86
2025-09-08,UAE,Display,11184,8979,59.5%,203,26314,1151,35,24178.09
2025-10-13,Egypt,Paid Social,110754,87867,54.4%,129,167360,12999,685,141712.01
2026-03-30,KSA,Video,47365,34898,61.3%,159,69266,4630,288,195851.22
2025-11-10,Egypt,Paid Search,44034,33234,49.7%,202,97691,4686,202,43099.29
2025-12-08,KSA,Organic Search,41001,30601,32.4%,179,71021,2135,639,428258.59
2025-12-08,KSA,Direct,31642,24594,31.9%,170,66865,2632,505,360406.0
