week,market,channel,product,impressions,clicks,spend_aed,conversions,sales_aed,engagement_rate,brand_awareness,purchase_intent,influencer,followers,tv_grp,pr_mentions,pr_share_of_voice,sessions,bounce_rate,avg_session_sec,pages_per_session,competitor_sov,sentiment,media_type,channel_role,revenue_attributed,cpm_aed,cpc_aed,ctr,cpa_aed,roas,aov_aed,cost_per_grp_aed
7,SESAR,TV,Galaxy Watch6,,,"17,379",,,,76,69.90,,,226,,,,,,,11.10,0.75,paid,brand,False,,,,,,,76.90
7,SESAR,Search,Galaxy Watch6,"343,468","4,858","11,076",435,"142,217",1.41,72.80,47.90,,,,,,,,,,13.10,0.88,paid,response,True,32.25,2.28,0.01,25.46,12.84,326.94,
7,SESAR,Website,Galaxy Watch6,,,,922,"205,947",,49.70,47,,,,,,"54,480",43.50,180,2.64,12,0.92,earned,owned,True,,,,,,223.37,
7,SESAR,PR,Galaxy Watch6,,,0,,,,77.70,61.90,,,,25,16.30,,,,,6.30,0.91,earned,brand,False,,,,,,,
7,SETK,Paid Social,Galaxy Z Fold8,"239,082","3,462","13,319",364,"74,288",1.09,55.40,36.10,,,,,,,,,,11.50,0.93,paid,response,True,55.71,3.85,0.01,36.59,5.58,204.09,
7,SETK,Influencer,Galaxy Z Fold8,,,"2,782",11,"4,685",3.99,55.80,31.90,Influencer_6,"200,097",,,,,,,,13.30,0.95,paid,response,True,,,,252.91,1.68,425.91,
7,SETK,TV,Galaxy Z Fold8,,,"32,046",,,,75.70,50.30,,,194,,,,,,,15.70,0.77,paid,brand,False,,,,,,,165.19
7,SETK,Search,Galaxy Z Fold8,"153,757","2,971","7,797",483,"149,388",1.93,57.20,39.20,,,,,,,,,,8.20,0.88,paid,response,True,50.71,2.62,0.02,16.14,19.16,309.29,
7,SETK,Website,Galaxy Z Fold8,,,,235,"100,594",,54.20,49.20,,,,,,"25,709",29.10,226,3.75,12.80,0.78,earned,owned,True,,,,,,428.06,
7,SETK,PR,Galaxy Z Fold8,,,0,,,,69.90,61.70,,,,32,15.20,,,,,6.60,0.94,earned,brand,False,,,,,,,
7,SETK,Paid Social,Galaxy Z Flip8,"264,526","2,273","8,151",129,"24,308",0.88,52.40,57.80,,,,,,,,,,7.70,0.83,paid,response,True,30.81,3.59,0.01,63.19,2.98,188.43,
7,SETK,Influencer,Galaxy Z Flip8,,,"3,726",55,"26,132",4.36,68.60,53.60,Influencer_24,"910,034",,,,,,,,7.50,0.95,paid,response,True,,,,67.75,7.01,475.13,
7,SETK,TV,Galaxy Z Flip8,,,"30,837",,,,73.20,69.30,,,350,,,,,,,10.90,0.84,paid,brand,False,,,,,,,88.11
7,SETK,Search,Galaxy Z Flip8,"253,339","3,747","8,799",526,"277,656",1.48,69.80,58.60,,,,,,,,,,6,0.83,paid,response,True,34.73,2.35,0.01,16.73,31.56,527.86,
7,SETK,Website,Galaxy Z Flip8,,,,910,"380,999",,49.10,49.50,,,,,,"52,691",27.30,182,3.85,14,0.77,earned,owned,True,,,,,,418.68,
7,SETK,PR,Galaxy Z Flip8,,,0,,,,76.70,66.20,,,,38,26.80,,,,,7.80,0.81,earned,brand,False,,,,,,,
7,SETK,Paid Social,Galaxy S24,"282,274","3,323","9,307",345,"72,491",0.84,71.20,49.70,,,,,,,,,,5.40,0.83,paid,response,True,32.97,2.80,0.01,26.98,7.79,210.12,
7,SETK,Influencer,Galaxy S24,,,"1,788",18,"5,393",4.34,43.20,32.30,Influencer_7,"555,584",,,,,,,,10.20,0.92,paid,response,True,,,,99.33,3.02,299.61,
7,SETK,TV,Galaxy S24,,,"20,640",,,,79.10,51,,,223,,,,,,,13.40,0.82,paid,brand,False,,,,,,,92.56
7,SETK,Search,Galaxy S24,"298,108","4,895","11,320",744,"308,029",1.64,68.20,45.70,,,,,,,,,,5.70,0.82,paid,response,True,37.97,2.31,0.02,15.22,27.21,414.02,
7,SETK,Website,Galaxy S24,,,,371,"145,198",,61.50,34.10,,,,,,"44,773",40.60,156,3.79,6.10,0.88,earned,owned,True,,,,,,391.37,
7,SETK,PR,Galaxy S24,,,0,,,,62.60,53.20,,,,47,32.60,,,,,9,0.82,earned,brand,False,,,,,,,
7,SETK,Paid Social,Galaxy Tab S10,"432,657","6,169","11,482",275,"84,620",1.48,46.30,37.90,,,,,,,,,,8.70,0.79,paid,response,True,26.54,1.86,0.01,41.75,7.37,307.71,
7,SETK,Influencer,Galaxy Tab S10,,,"4,352",27,"6,690",4.76,55.50,31.40,Influencer_7,"728,503",,,,,,,,12.60,0.86,paid,response,True,,,,161.19,1.54,247.78,
7,SETK,TV,Galaxy Tab S10,,,"23,189",,,,72.10,64.70,,,308,,,,,,,7.60,0.88,paid,brand,False,,,,,,,75.29
7,SETK,Search,Galaxy Tab S10,"214,465","3,648","5,410",406,"158,608",1.70,62.50,49.40,,,,,,,,,,4.60,0.79,paid,response,True,25.23,1.48,0.02,13.33,29.32,390.66,
7,SETK,Website,Galaxy Tab S10,,,,674,"198,475",,56.30,45.30,,,,,,"40,016",37.70,172,3.04,8.60,0.85,earned,owned,True,,,,,,294.47,
7,SETK,PR,Galaxy Tab S10,,,0,,,,80.40,61.20,,,,23,27.40,,,,,9.30,0.86,earned,brand,False,,,,,,,
7,SETK,Paid Social,Galaxy Buds3,"374,552","3,956","12,524",406,"98,995",0.83,66.90,52.20,,,,,,,,,,5.10,0.75,paid,response,True,33.44,3.17,0.01,30.85,7.90,243.83,
7,SETK,Influencer,Galaxy Buds3,,,"5,395",43,"13,180",5.50,69.10,50.20,Influencer_6,"831,350",,,,,,,,13.70,0.94,paid,response,True,,,,125.47,2.44,306.51,
7,SETK,TV,Galaxy Buds3,,,"45,927",,,,62.10,47,,,351,,,,,,,15.40,0.91,paid,brand,False,,,,,,,130.85
7,SETK,Search,Galaxy Buds3,"360,061","5,231","19,465",483,"201,284",1.45,63,37.80,,,,,,,,,,9.80,0.82,paid,response,True,54.06,3.72,0.01,40.30,10.34,416.74,
7,SETK,Website,Galaxy Buds3,,,,703,"223,842",,52.90,51.10,,,,,,"52,196",42.60,213,3.27,9.80,0.76,earned,owned,True,,,,,,318.41,
7,SETK,PR,Galaxy Buds3,,,0,,,,77.30,51.90,,,,38,22.30,,,,,4,0.91,earned,brand,False,,,,,,,
7,SETK,Paid Social,Galaxy Watch6,"418,297","3,846","14,593",352,"111,494",1.02,54.40,34,,,,,,,,,,15.10,0.89,paid,response,True,34.89,3.79,0.01,41.46,7.64,316.74,
7,SETK,Influencer,Galaxy Watch6,,,"4,712",30,"7,924",5.03,48.40,50.30,Influencer_7,"586,144",,,,,,,,6.70,0.92,paid,response,True,,,,157.07,1.68,264.13,
7,SETK,TV,Galaxy Watch6,,,"26,395",,,,82.60,61.30,,,260,,,,,,,7.70,0.91,paid,brand,False,,,,,,,101.52
7,SETK,Search,Galaxy Watch6,"235,556","4,611","5,408",454,"220,915",1.96,67.80,46.90,,,,,,,,,,9.10,0.81,paid,response,True,22.96,1.17,0.02,11.91,40.85,486.60,
7,SETK,Website,Galaxy Watch6,,,,627,"268,267",,51.10,51.80,,,,,,"35,682",25.50,171,3.20,13.10,0.84,earned,owned,True,,,,,,427.86,
7,SETK,PR,Galaxy Watch6,,,0,,,,83.50,67.70,,,,40,30.20,,,,,7,0.86,earned,brand,False,,,,,,,
7,SELV,Paid Social,Galaxy Z Fold8,"435,352","5,608","15,948",304,"120,254",1.03,74.70,47.40,,,,,,,,,,14.50,0.72,paid,response,True,36.63,2.84,0.01,52.46,7.54,395.57,
7,SELV,Influencer,Galaxy Z Fold8,,,"4,744",16,"7,967",2.63,47.80,33.10,Influencer_8,"556,441",,,,,,,,8.10,0.94,paid,response,True,,,,296.50,1.68,497.94,
7,SELV,TV,Galaxy Z Fold8,,,"29,297",,,,79.70,51.90,,,273,,,,,,,9.60,0.86,paid,brand,False,,,,,,,107.32
7,SELV,Search,Galaxy Z Fold8,"278,820","5,376","8,047",863,"239,065",1.93,67.60,49.10,,,,,,,,,,8.40,0.92,paid,response,True,28.86,1.50,0.02,9.32,29.71,277.02,
7,SELV,Website,Galaxy Z Fold8,,,,489,"171,939",,48.30,37.40,,,,,,"36,422",29,173,3.45,8.50,0.81,earned,owned,True,,,,,,351.61,
7,SELV,PR,Galaxy Z Fold8,,,0,,,,70.70,49.30,,,,26,16.20,,,,,1.10,0.81,earned,brand,False,,,,,,,
7,SELV,Paid Social,Galaxy Z Flip8,"491,280","6,034","15,699",481,"187,794",1.49,48.40,62.20,,,,,,,,,,14.80,0.89,paid,response,True,31.96,2.60,0.01,32.64,11.96,390.42,
7,SELV,Influencer,Galaxy Z Flip8,,,"1,697",59,"15,494",5.62,39.90,51.30,Influencer_8,"749,950",,,,,,,,11.80,0.82,paid,response,True,,,,28.76,9.13,262.61,
7,SELV,TV,Galaxy Z Flip8,,,"31,458",,,,72.70,66.40,,,250,,,,,,,12.10,0.72,paid,brand,False,,,,,,,125.83
7,SELV,Search,Galaxy Z Flip8,"363,504","5,733","14,010",823,"328,546",1.58,68,58.30,,,,,,,,,,9.60,0.93,paid,response,True,38.54,2.44,0.02,17.02,23.45,399.21,
7,SELV,Website,Galaxy Z Flip8,,,,986,"414,682",,63.20,35.30,,,,,,"57,453",38.60,250,3.05,5.10,0.81,earned,owned,True,,,,,,420.57,
7,SELV,PR,Galaxy Z Flip8,,,0,,,,82.30,64.40,,,,15,39.30,,,,,5.60,0.82,earned,brand,False,,,,,,,
7,SELV,Paid Social,Galaxy S24,"359,269","3,442","13,754",283,"66,713",0.82,49.70,63.30,,,,,,,,,,6.80,0.90,paid,response,True,38.28,4.00,0.01,48.60,4.85,235.73,
7,SELV,Influencer,Galaxy S24,,,"3,928",12,"3,264",4.62,47.40,37.10,Influencer_9,"426,057",,,,,,,,6.70,0.80,paid,response,True,,,,327.33,0.83,272,
7,SELV,TV,Galaxy S24,,,"17,814",,,,77.70,63.80,,,415,,,,,,,7.40,0.83,paid,brand,False,,,,,,,42.93
7,SELV,Search,Galaxy S24,"380,444","4,728","12,111",676,"326,782",1.24,58.20,50,,,,,,,,,,7.80,0.85,paid,response,True,31.83,2.56,0.01,17.92,26.98,483.41,
7,SELV,Website,Galaxy S24,,,,406,"90,942",,43.80,33.10,,,,,,"30,841",39.90,259,3.67,6.40,0.93,earned,owned,True,,,,,,224.00,
7,SELV,PR,Galaxy S24,,,0,,,,69.50,58.30,,,,47,41.50,,,,,5.90,0.93,earned,brand,False,,,,,,,
7,SELV,Paid Social,Galaxy Tab S10,"494,940","4,053","9,375",384,"64,577",1.46,51.90,62,,,,,,,,,,13.70,0.76,paid,response,True,18.94,2.31,0.01,24.41,6.89,168.17,
7,SELV,Influencer,Galaxy Tab S10,,,"3,586",15,"3,825",2.68,56.30,41.60,Influencer_10,"573,078",,,,,,,,14.40,0.83,paid,response,True,,,,239.07,1.07,255,
7,SELV,TV,Galaxy Tab S10,,,"36,734",,,,81.60,61,,,400,,,,,,,17.60,0.89,paid,brand,False,,,,,,,91.83
7,SELV,Search,Galaxy Tab S10,"248,738","4,849","6,226",444,"151,493",1.95,63.70,57.50,,,,,,,,,,13.10,0.90,paid,response,True,25.03,1.28,0.02,14.02,24.33,341.20,
7,SELV,Website,Galaxy Tab S10,,,,573,"182,914",,48.70,48.10,,,,,,"52,198",38.30,184,3.11,10.60,0.77,earned,owned,True,,,,,,319.22,
7,SELV,PR,Galaxy Tab S10,,,0,,,,71.80,65.70,,,,17,35,,,,,5.90,0.81,earned,brand,False,,,,,,,
7,SELV,Paid Social,Galaxy Buds3,"571,777","8,549","25,601",825,"289,427",1,51,33.90,,,,,,,,,,16.40,0.95,paid,response,True,44.77,2.99,0.01,31.03,11.31,350.82,
7,SELV,Influencer,Galaxy Buds3,,,"6,514",17,"6,581",3.91,57.90,50,Influencer_8,"373,645",,,,,,,,11.60,0.83,paid,response,True,,,,383.18,1.01,387.12,
7,SELV,TV,Galaxy Buds3,,,"40,774",,,,72.80,60.60,,,679,,,,,,,13,0.87,paid,brand,False,,,,,,,60.05
7,SELV,Search,Galaxy Buds3,"540,879","10,607","20,582",943,"383,483",1.96,53.40,57.30,,,,,,,,,,9.40,0.88,paid,response,True,38.05,1.94,0.02,21.83,18.63,406.66,
7,SELV,Website,Galaxy Buds3,,,,644,"219,819",,57.60,51.80,,,,,,"68,088",30.90,278,3.83,13.10,0.92,earned,owned,True,,,,,,341.33,
7,SELV,PR,Galaxy Buds3,,,0,,,,81.50,68.60,,,,36,18.30,,,,,2.40,0.92,earned,brand,False,,,,,,,
7,SELV,Paid Social,Galaxy Watch6,"498,843","7,374","13,884",627,"244,628",0.84,64.20,34.10,,,,,,,,,,11.20,0.74,paid,response,True,27.83,1.88,0.01,22.14,17.62,390.16,
7,SELV,Influencer,Galaxy Watch6,,,"3,531",19,"3,973",4.10,52.40,49.50,Influencer_8,"323,434",,,,,,,,9,0.94,paid,response,True,,,,185.84,1.13,209.11,
7,SELV,TV,Galaxy Watch6,,,"24,721",,,,74.20,53.60,,,366,,,,,,,13.80,0.90,paid,brand,False,,,,,,,67.54
7,SELV,Search,Galaxy Watch6,"352,487","5,089","14,875",477,"247,620",1.44,68.70,58.60,,,,,,,,,,13,0.91,paid,response,True,42.20,2.92,0.01,31.18,16.65,519.12,
7,SELV,Website,Galaxy Watch6,,,,921,"388,496",,57.60,42.90,,,,,,"52,347",27.40,186,3.85,4.80,0.89,earned,owned,True,,,,,,421.82,
7,SELV,PR,Galaxy Watch6,,,0,,,,79.60,62,,,,20,27.20,,,,,1.70,0.91,earned,brand,False,,,,,,,
7,SEMAG,Paid Social,Galaxy Z Fold8,"233,332","3,146","10,425",270,"63,768",1.24,73.20,39.90,,,,,,,,,,11.20,0.90,paid,response,True,44.68,3.31,0.01,38.61,6.12,236.18,
7,SEMAG,Influencer,Galaxy Z Fold8,,,"1,781",61,"26,972",5.41,48.50,37.10,Influencer_22,"904,655",,,,,,,,15.10,0.77,paid,response,True,,,,29.20,15.14,442.16,
7,SEMAG,TV,Galaxy Z Fold8,,,"18,098",,,,65.70,59,,,338,,,,,,,8.70,0.88,paid,brand,False,,,,,,,53.54
7,SEMAG,Search,Galaxy Z Fold8,"196,740","4,032","8,035",574,"150,484",2.05,50.50,61.70,,,,,,,,,,8.50,0.82,paid,response,True,40.84,1.99,0.02,14.00,18.73,262.17,
7,SEMAG,Website,Galaxy Z Fold8,,,,317,"104,126",,44.80,52.80,,,,,,"21,612",37,249,2.59,12.10,0.84,earned,owned,True,,,,,,328.47,
7,SEMAG,PR,Galaxy Z Fold8,,,0,,,,65.30,63.70,,,,11,17.40,,,,,7.80,0.93,earned,brand,False,,,,,,,
7,SEMAG,Paid Social,Galaxy Z Flip8,"218,178","1,818","6,021",127,"20,827",1.25,47.90,52.30,,,,,,,,,,5.40,0.88,paid,response,True,27.60,3.31,0.01,47.41,3.46,163.99,
7,SEMAG,Influencer,Galaxy Z Flip8,,,"1,891",36,"12,835",3.93,65.30,55.50,Influencer_22,"675,148",,,,,,,,12.30,0.88,paid,response,True,,,,52.53,6.79,356.53,
7,SEMAG,TV,Galaxy Z Flip8,,,"14,150",,,,68.20,61.40,,,328,,,,,,,9,0.90,paid,brand,False,,,,,,,43.14
7,SEMAG,Search,Galaxy Z Flip8,"225,686","3,707","8,170",441,"117,947",1.64,73.40,59.80,,,,,,,,,,10.70,0.90,paid,response,True,36.20,2.20,0.02,18.53,14.44,267.45,
7,SEMAG,Website,Galaxy Z Flip8,,,,650,"226,900",,55.70,47.60,,,,,,"44,180",31.90,173,3.62,9.20,0.82,earned,owned,True,,,,,,349.08,
7,SEMAG,PR,Galaxy Z Flip8,,,0,,,,74.60,71.70,,,,11,44.50,,,,,1,0.92,earned,brand,False,,,,,,,
7,SEMAG,Paid Social,Galaxy S24,"217,565","2,345","12,396",220,"47,453",1.48,51.50,47,,,,,,,,,,5.60,0.73,paid,response,True,56.98,5.29,0.01,56.35,3.83,215.70,
7,SEMAG,Influencer,Galaxy S24,,,"1,870",20,"9,494",5,51.10,41,Influencer_12,"575,263",,,,,,,,15.20,0.84,paid,response,True,,,,93.50,5.08,474.70,
7,SEMAG,TV,Galaxy S24,,,"18,456",,,,83.90,68.20,,,354,,,,,,,13.90,0.74,paid,brand,False,,,,,,,52.14
7,SEMAG,Search,Galaxy S24,"163,904","1,967","5,818",200,"75,313",1.20,70.40,62.20,,,,,,,,,,7.10,0.85,paid,response,True,35.50,2.96,0.01,29.09,12.94,376.56,
7,SEMAG,Website,Galaxy S24,,,,475,"117,608",,58.20,50.10,,,,,,"40,465",33.90,225,2.96,6.20,0.85,earned,owned,True,,,,,,247.60,
7,SEMAG,PR,Galaxy S24,,,0,,,,70.40,61.20,,,,11,19.20,,,,,9.20,0.82,earned,brand,False,,,,,,,
7,SEMAG,Paid Social,Galaxy Tab S10,"273,863","2,736","5,836",161,"32,396",0.98,48.50,47.50,,,,,,,,,,5.80,0.74,paid,response,True,21.31,2.13,0.01,36.25,5.55,201.22,
7,SEMAG,Influencer,Galaxy Tab S10,,,"3,598",52,"24,676",5.27,41.40,52,Influencer_12,"976,907",,,,,,,,12.30,0.93,paid,response,True,,,,69.19,6.86,474.54,
7,SEMAG,TV,Galaxy Tab S10,,,"29,155",,,,79.70,48.10,,,286,,,,,,,8.10,0.82,paid,brand,False,,,,,,,101.94
7,SEMAG,Search,Galaxy Tab S10,"221,055","3,032","11,854",345,"172,128",1.37,69.40,54.90,,,,,,,,,,8.10,0.90,paid,response,True,53.62,3.91,0.01,34.36,14.52,498.92,
7,SEMAG,Website,Galaxy Tab S10,,,,571,"191,193",,68.30,42.20,,,,,,"34,153",42.50,195,3.32,7.90,0.85,earned,owned,True,,,,,,334.84,
7,SEMAG,PR,Galaxy Tab S10,,,0,,,,61.10,68,,,,32,43.80,,,,,5.70,0.92,earned,brand,False,,,,,,,
7,SEMAG,Paid Social,Galaxy Buds3,"462,031","4,998","10,134",381,"123,835",1.08,73.60,40.50,,,,,,,,,,9.40,0.89,paid,response,True,21.93,2.03,0.01,26.60,12.22,325.03,
7,SEMAG,Influencer,Galaxy Buds3,,,"1,923",7,"1,701",3.78,58.90,32.10,Influencer_22,"216,212",,,,,,,,8.10,0.82,paid,response,True,,,,274.71,0.88,243,
7,SEMAG,TV,Galaxy Buds3,,,"25,776",,,,83.80,62.50,,,283,,,,,,,13.70,0.72,paid,brand,False,,,,,,,91.08
7,SEMAG,Search,Galaxy Buds3,"303,234","5,273","15,718",915,"417,262",1.74,59.90,41.50,,,,,,,,,,4.90,0.88,paid,response,True,51.83,2.98,0.02,17.18,26.55,456.02,
7,SEMAG,Website,Galaxy Buds3,,,,405,"138,775",,62.30,55.90,,,,,,"46,431",31.50,251,3.95,10.10,0.85,earned,owned,True,,,,,,342.65,
7,SEMAG,PR,Galaxy Buds3,,,0,,,,76.10,61.90,,,,34,22.10,,,,,7.50,0.94,earned,brand,False,,,,,,,
7,SEMAG,Paid Social,Galaxy Watch6,"424,869","3,869","5,626",418,"146,131",1.47,66.30,40.30,,,,,,,,,,14.60,0.81,paid,response,True,13.24,1.45,0.01,13.46,25.97,349.60,
7,SEMAG,Influencer,Galaxy Watch6,,,"2,147",41,"11,789",5.01,43,53.50,Influencer_11,"827,282",,,,,,,,9.30,0.90,paid,response,True,,,,52.37,5.49,287.54,
7,SEMAG,TV,Galaxy Watch6,,,"27,015",,,,74.70,61.70,,,289,,,,,,,9.20,0.81,paid,brand,False,,,,,,,93.48
7,SEMAG,Search,Galaxy Watch6,"249,091","4,253","4,748",635,"242,837",1.71,58.70,42.20,,,,,,,,,,12.30,0.84,paid,response,True,19.06,1.12,0.02,7.48,51.15,382.42,
7,SEMAG,Website,Galaxy Watch6,,,,549,"183,814",,58.80,38.90,,,,,,"43,002",44.40,197,2.54,12.30,0.92,earned,owned,True,,,,,,334.82,
7,SEMAG,PR,Galaxy Watch6,,,0,,,,77.10,59.90,,,,11,36.60,,,,,5.90,0.88,earned,brand,False,,,,,,,
7,SEEG,Paid Social,Galaxy Z Fold8,"352,867","3,193","13,872",361,"99,798",1.30,50.10,58.40,,,,,,,,,,8.30,0.84,paid,response,True,39.31,4.34,0.01,38.43,7.19,276.45,
7,SEEG,Influencer,Galaxy Z Fold8,,,"3,720",26,"10,516",2.63,39.10,46.30,Influencer_15,"986,185",,,,,,,,12.70,0.91,paid,response,True,,,,143.08,2.83,404.46,
7,SEEG,TV,Galaxy Z Fold8,,,"24,372",,,,76.40,67.60,,,191,,,,,,,13.80,0.89,paid,brand,False,,,,,,,127.60
7,SEEG,Search,Galaxy Z Fold8,"313,260","6,874","10,116","1,050","367,041",2.19,61.20,38.70,,,,,,,,,,10.30,0.81,paid,response,True,32.29,1.47,0.02,9.63,36.28,349.56,
7,SEEG,Website,Galaxy Z Fold8,,,,518,"147,970",,56.50,43.50,,,,,,"32,875",32.50,214,2.77,8.40,0.78,earned,owned,True,,,,,,285.66,
7,SEEG,PR,Galaxy Z Fold8,,,0,,,,76.50,64.20,,,,44,23.80,,,,,1.60,0.89,earned,brand,False,,,,,,,
7,SEEG,Paid Social,Galaxy Z Flip8,"360,907","5,026","11,170",534,"109,763",1.46,61.90,60.40,,,,,,,,,,11.40,0.73,paid,response,True,30.95,2.22,0.01,20.92,9.83,205.55,
7,SEEG,Influencer,Galaxy Z Flip8,,,"3,872",14,"4,177",3.41,55.10,37.10,Influencer_15,"372,408",,,,,,,,15.80,0.85,paid,response,True,,,,276.57,1.08,298.36,
7,SEEG,TV,Galaxy Z Flip8,,,"23,625",,,,63.20,59.90,,,269,,,,,,,10.60,0.84,paid,brand,False,,,,,,,87.83
7,SEEG,Search,Galaxy Z Flip8,"298,875","4,250","12,311",598,"272,646",1.42,52.40,59.20,,,,,,,,,,12.70,0.80,paid,response,True,41.19,2.90,0.01,20.59,22.15,455.93,
7,SEEG,Website,Galaxy Z Flip8,,,,532,"109,812",,67.10,46,,,,,,"45,574",37.90,217,3.93,4.70,0.81,earned,owned,True,,,,,,206.41,
7,SEEG,PR,Galaxy Z Flip8,,,0,,,,67.70,54.90,,,,36,38.20,,,,,0.50,0.85,earned,brand,False,,,,,,,
7,SEEG,Paid Social,Galaxy S24,"372,025","3,288","12,953",348,"58,682",1.38,72.90,51.40,,,,,,,,,,6.50,0.75,paid,response,True,34.82,3.94,0.01,37.22,4.53,168.63,
7,SEEG,Influencer,Galaxy S24,,,"2,341",32,"7,225",4.54,50,38.80,Influencer_13,"549,820",,,,,,,,6.80,0.81,paid,response,True,,,,73.16,3.09,225.78,
7,SEEG,TV,Galaxy S24,,,"16,670",,,,79.70,50.60,,,254,,,,,,,8.40,0.75,paid,brand,False,,,,,,,65.63
7,SEEG,Search,Galaxy S24,"281,129","5,864","10,684",748,"376,814",2.09,62.90,43.70,,,,,,,,,,8,0.92,paid,response,True,38.00,1.82,0.02,14.28,35.27,503.76,
7,SEEG,Website,Galaxy S24,,,,205,"72,814",,59.50,34.70,,,,,,"25,200",44.10,188,3.55,14,0.89,earned,owned,True,,,,,,355.19,
7,SEEG,PR,Galaxy S24,,,0,,,,64.90,58,,,,10,38.30,,,,,5.20,0.96,earned,brand,False,,,,,,,
7,SEEG,Paid Social,Galaxy Tab S10,"389,224","4,726","12,372",401,"120,808",1.38,68.20,33.60,,,,,,,,,,8.80,0.76,paid,response,True,31.79,2.62,0.01,30.85,9.76,301.27,
7,SEEG,Influencer,Galaxy Tab S10,,,"4,176",28,"6,967",4.45,43.20,36.90,Influencer_13,"752,372",,,,,,,,14,0.91,paid,response,True,,,,149.14,1.67,248.82,
7,SEEG,TV,Galaxy Tab S10,,,"26,126",,,,60.50,53.60,,,275,,,,,,,15.10,0.82,paid,brand,False,,,,,,,95.00
7,SEEG,Search,Galaxy Tab S10,"312,958","5,163","11,020",557,"283,389",1.65,53.30,55.40,,,,,,,,,,8.80,0.94,paid,response,True,35.21,2.13,0.02,19.78,25.72,508.78,
7,SEEG,Website,Galaxy Tab S10,,,,523,"148,994",,51.30,49.80,,,,,,"38,991",36.80,243,3.69,10.60,0.78,earned,owned,True,,,,,,284.88,
7,SEEG,PR,Galaxy Tab S10,,,0,,,,75.90,51.40,,,,16,24.10,,,,,1.10,0.91,earned,brand,False,,,,,,,
7,SEEG,Paid Social,Galaxy Buds3,"455,097","3,721","8,237",411,"66,055",1.36,56.70,40.30,,,,,,,,,,12.30,0.76,paid,response,True,18.10,2.21,0.01,20.04,8.02,160.72,
7,SEEG,Influencer,Galaxy Buds3,,,"6,590",22,"9,858",4.75,63.10,53.10,Influencer_14,"337,497",,,,,,,,6.60,0.75,paid,response,True,,,,299.55,1.50,448.09,
7,SEEG,TV,Galaxy Buds3,,,"35,286",,,,59.80,50.60,,,436,,,,,,,13.40,0.83,paid,brand,False,,,,,,,80.93
7,SEEG,Search,Galaxy Buds3,"266,961","5,024","13,028",554,"279,956",1.88,62.90,47.30,,,,,,,,,,9.50,0.94,paid,response,True,48.80,2.59,0.02,23.52,21.49,505.34,
7,SEEG,Website,Galaxy Buds3,,,,728,"320,883",,65.90,51.70,,,,,,"77,156",38.80,206,3.13,11.70,0.80,earned,owned,True,,,,,,440.77,
7,SEEG,PR,Galaxy Buds3,,,0,,,,60.70,57.60,,,,48,19.50,,,,,5,0.92,earned,brand,False,,,,,,,
7,SEEG,Paid Social,Galaxy Watch6,"264,566","3,818","9,645",216,"84,169",1.17,69.70,38.60,,,,,,,,,,11,0.90,paid,response,True,36.46,2.53,0.01,44.65,8.73,389.67,
7,SEEG,Influencer,Galaxy Watch6,,,"1,581",6,"2,291",3.17,65.50,46.40,Influencer_13,"340,221",,,,,,,,12.20,0.87,paid,response,True,,,,263.50,1.45,381.83,
7,SEEG,TV,Galaxy Watch6,,,"15,238",,,,77.50,67.60,,,266,,,,,,,12,0.80,paid,brand,False,,,,,,,57.29
7,SEEG,Search,Galaxy Watch6,"250,496","3,407","11,329",390,"159,804",1.36,69,47.80,,,,,,,,,,10.60,0.89,paid,response,True,45.23,3.33,0.01,29.05,14.11,409.75,
7,SEEG,Website,Galaxy Watch6,,,,522,"221,830",,67.70,46.10,,,,,,"32,936",34.60,232,2.89,7.20,0.77,earned,owned,True,,,,,,424.96,
7,SEEG,PR,Galaxy Watch6,,,0,,,,84.10,56.50,,,,17,40.90,,,,,6,0.88,earned,brand,False,,,,,,,
7,SEIL,Paid Social,Galaxy Z Fold8,"475,961","6,655","14,102",469,"147,462",0.97,48.60,35,,,,,,,,,,14.90,0.88,paid,response,True,29.63,2.12,0.01,30.07,10.46,314.42,
7,SEIL,Influencer,Galaxy Z Fold8,,,"1,846",34,"8,993",4.14,52.40,48.50,Influencer_18,"876,772",,,,,,,,8.10,0.86,paid,response,True,,,,54.29,4.87,264.50,
7,SEIL,TV,Galaxy Z Fold8,,,"35,793",,,,63.70,66.40,,,469,,,,,,,6.20,0.76,paid,brand,False,,,,,,,76.32
7,SEIL,Search,Galaxy Z Fold8,"200,216","3,557","8,932",548,"281,928",1.78,73.70,56,,,,,,,,,,11.40,0.89,paid,response,True,44.61,2.51,0.02,16.30,31.56,514.47,
7,SEIL,Website,Galaxy Z Fold8,,,,452,"117,098",,51.50,41.10,,,,,,"31,434",36,210,3.85,14.10,0.89,earned,owned,True,,,,,,259.07,
7,SEIL,PR,Galaxy Z Fold8,,,0,,,,74.40,56.10,,,,46,21.10,,,,,4.20,0.88,earned,brand,False,,,,,,,
7,SEIL,Paid Social,Galaxy Z Flip8,"439,927","4,945","14,781",284,"99,985",1,73.80,50.50,,,,,,,,,,7.60,0.76,paid,response,True,33.60,2.99,0.01,52.05,6.76,352.06,
7,SEIL,Influencer,Galaxy Z Flip8,,,"2,075",28,"9,353",5,63.80,52.80,Influencer_17,"840,903",,,,,,,,10.30,0.79,paid,response,True,,,,74.11,4.51,334.04,
